playerid	position	teamid	number	firstname	lastname	nationality	prefFoot	accel	aggression	awareness	ballcontrol	crossing	dribbling	heading	longpassing	marking	sprint	shortpassing	reflexes	finishing	shotpower	stamina	strength	standingtackle	positioning	composure	handling	gkpositioning	reactions	longshots	freekick	diving	WFA	potential	ovr	skill
229274	GK	1960	60	Lewis	Thomas	50	0	59	30	25	23	23	23	23	46	23	55	23	57	23	23	23	45	23	19	26	51	53	48	23	12	63	2	71	55	GKPOSITIONING
230006	CM	1960	64	Jack	Bainbridge	14	0	61	54	45	49	33	41	41	48	42	64	55	23	32	40	53	71	46	38	40	23	23	54	29	37	6	2	69	47	AWARENESS
230767	CM	1960	35	Renato Júnior	Luz Sanches	38	0	79	90	74	77	60	78	64	71	72	78	76	20	65	85	86	77	72	73	67	20	20	74	77	68	5	3	86	75	SHORTPASSING
231352	ST	1960	10	Tammy	Abraham	14	0	80	41	55	68	37	66	72	41	20	80	64	20	73	75	71	81	22	73	70	20	20	71	62	42	12	2	86	72	AGILITY
232104	LW	1960	65	Daniel	James	50	1	83	39	41	59	56	66	44	43	25	82	54	20	58	71	50	58	27	52	49	20	20	42	40	44	7	2	81	60	LONGSHOTS
232544	CM	1960	63	Ryan	Blair	42	1	56	40	60	65	53	61	52	60	42	55	64	20	52	66	53	68	52	55	61	20	20	56	45	50	7	2	69	58	AWARENESS
233744	CAM	1960	37	Keiran	Evans	50	1	61	61	55	59	46	57	60	60	41	66	65	20	34	55	61	55	52	55	47	20	20	58	41	46	10	2	69	56	SETPIECES
233793	RB	1960	31	Aaron	Lewis	50	0	68	57	52	45	55	60	49	29	54	71	38	20	36	36	76	71	66	52	48	20	20	54	37	34	11	1	77	55	REACTIONS
233796	CDM	1960	34	Jack	Evans	50	0	54	61	49	61	44	54	58	57	55	59	62	20	42	57	47	53	58	31	48	20	20	55	38	46	8	1	77	57	PASSING
233941	LW	1960	32	Liam	Cullen	50	1	75	38	47	64	57	68	43	45	25	76	52	20	63	70	45	41	31	52	57	20	20	48	49	41	11	2	76	61	LONGSHOTS
235605	RB	1960	47	Tyler	Reid	14	0	72	63	45	43	59	62	57	29	52	74	37	21	31	32	51	74	65	54	49	21	21	63	28	43	6	1	76	56	REACTIONS
236388	ST	1960	41	Jordan	Garrick	14	0	68	31	39	49	28	47	55	24	21	67	41	21	58	54	51	54	21	50	46	21	21	57	48	29	10	1	70	54	POSITIONING
237316	CB	1960	55	Brandon	Cooper	50	0	55	56	34	35	30	29	63	30	59	49	41	21	29	41	49	60	67	33	46	21	21	49	27	28	8	2	79	59	DEFENDING
238869	RM	1960	49	Causso	Darame	38	0	74	28	51	53	57	52	30	40	22	74	54	21	55	63	60	54	30	56	50	21	21	48	34	41	13	2	72	56	SETPIECES
238870	RB	1960	45	Mael	Davies	50	0	66	52	33	35	56	52	47	30	50	70	48	21	23	25	58	48	51	46	44	21	21	50	27	32	11	2	69	52	REACTIONS
238871	LB	1960	44	Tom	Plezier	34	1	71	58	40	46	61	63	55	32	54	69	49	21	29	30	65	60	63	54	50	21	21	55	33	32	7	2	74	57	REACTIONS
240305	CM	1960	59	Kees	de Boer	34	0	59	61	50	55	39	49	47	52	46	62	60	21	30	64	61	41	48	30	48	21	21	52	42	50	9	2	78	51	SETPIECES
240812	CM	1960	43	Marco	Dulca	39	0	62	63	54	54	48	61	59	58	55	57	73	22	43	55	42	51	54	34	49	22	22	54	38	47	6	1	76	56	LONGPASSING
241076	GK	1960	66	Steven	Benda	21	0	35	22	20	22	22	22	22	49	22	38	22	54	22	22	22	53	22	4	22	51	50	39	22	11	51	2	74	50	REFLEXES
192129	GK	1960	13	Kristoffer	Nordfeldt	46	0	57	26	15	26	24	24	24	68	24	54	43	80	24	24	35	76	24	17	24	68	76	72	24	13	75	1	75	74	REFLEXES
231352	ST	1960	10	Tammy	Abraham	14	0	83	44	58	71	40	69	75	44	23	83	67	23	76	78	74	84	25	76	73	23	23	74	65	45	15	2	86	75	AGILITY
